10000	-161.621004180000
9548.45510000000	-161.857965150000
9117.29948000000	-162.091986190000
8705.61248000000	-162.323285030000
8312.51499000000	-162.552066390000
7937.16762000000	-162.778522300000
7578.76886000000	-163.002832390000
7236.55342000000	-163.225164350000
6909.79055000000	-163.445674410000
6597.78248000000	-163.664507820000
6299.86298000000	-163.881799420000
6015.39588000000	-164.097674190000
5743.77375000000	-164.312247760000
5484.41658000000	-164.525627040000
5236.77054000000	-164.737910700000
5000.30684000000	-164.949189720000
4774.52054000000	-165.159547920000
4558.92950000000	-165.369062440000
4353.07336000000	-165.577804200000
4156.51256000000	-165.785838360000
3968.82735000000	-165.993224760000
3789.61698000000	-166.200018290000
3618.49876000000	-166.406269270000
3455.10729000000	-166.612023840000
3299.09369000000	-166.817324230000
3150.12480000000	-167.022209110000
3007.88252000000	-167.226713870000
2872.06312000000	-167.430870860000
2742.37657000000	-167.634709650000
2618.54596000000	-167.838257280000
2500.30685000000	-168.041538420000
2387.40677000000	-168.244575620000
2279.60464000000	-168.447389430000
2176.67025000000	-168.649998610000
2078.38382000000	-168.852420270000
1984.53546000000	-169.054669980000
1894.92477000000	-169.256761950000
1809.36041000000	-169.458709100000
1727.65966000000	-169.660523180000
1649.64807000000	-169.862214880000
1575.15906000000	-170.063793920000
1504.03355000000	-170.265269100000
1436.11969000000	-170.466648420000
1371.27243000000	-170.667939130000
1309.35333000000	-170.869147780000
1250.23015000000	-171.070280290000
1193.77664000000	-171.271342000000
1139.87227000000	-171.472337730000
1088.40192000000	-171.673271790000
1039.25568000000	-171.874148060000
992.328623000000	-172.074969990000
947.520530000000	-172.275740680000
904.735724000000	-172.476462840000
863.882844000000	-172.677138890000
824.874655000000	-172.877770930000
787.627861000000	-173.078360780000
752.062927000000	-173.278910030000
718.103909000000	-173.479420000000
685.678294000000	-173.679891810000
654.716840000000	-173.880326360000
625.153435000000	-174.080724350000
596.924951000000	-174.281086320000
569.971109000000	-174.481412620000
544.234355000000	-174.681703430000
519.659730000000	-174.881958790000
496.194760000000	-175.082178600000
473.789339000000	-175.282362590000
452.395623000000	-175.482510380000
431.967930000000	-175.682621440000
412.462638000000	-175.882695120000
393.838098000000	-176.082730670000
376.054540000000	-176.282727170000
359.073989000000	-176.482683620000
342.860186000000	-176.682598880000
327.378510000000	-176.882471710000
312.595900000000	-177.082300750000
298.480792000000	-177.282084510000
285.003044000000	-177.481821380000
